Player Name,Team,Position,positional_rating,rating_att,att_eff,att_vol,att_raw,rating_blk,blk_eff,blk_vol,blk_raw,rating_serv,serv_eff,serv_vol,serv_raw,rating_set,set_eff,set_vol,set_raw,rating_def,def_eff,def_vol,def_raw,rating_recv,recv_eff,recv_vol,recv_raw
Klok,NED,LIBERO,58.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.01,0.0,27.45,0.28,0.64,0.33,48.47,0.31,0.62,0.31
Knigge,USA,MIDDLE BLOCKER,22.76,5.94,0.68,0.11,0.06,25.34,0.2,0.38,0.15,4.08,0.06,0.11,0.02,0.04,0.12,0.0,0.0,2.46,0.5,0.08,0.03,0.19,0.12,0.01,0.0
Kochanowski,POL,MIDDLE BLOCKER,62.43,39.52,2.54,0.31,0.38,54.86,0.24,0.65,0.32,15.98,0.09,0.31,0.06,0.0,0.0,0.0,0.0,6.02,1.2,0.13,0.07,2.55,1.0,0.03,0.02
Kokeza,SRB,MIDDLE BLOCKER,0.07,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.03,0.01,0.0,0.0,0.03,0.0
Komenda,POL,SETTER,60.32,0.0,0.0,0.01,0.0,23.11,0.2,0.35,0.14,1.34,0.02,0.08,0.01,62.4,0.37,0.74,0.42,6.37,0.05,0.34,0.08,0.0,0.0,0.0,0.0
Koops,NED,OUTSIDE HITTER,100.0,45.17,0.64,0.6,0.44,3.54,0.09,0.11,0.02,20.61,0.1,0.37,0.08,0.24,0.09,0.01,0.0,56.25,1.27,0.69,0.68,100.0,0.42,1.0,0.65
Korenblek,NED,MIDDLE BLOCKER,4.24,2.33,0.7,0.05,0.02,1.8,0.14,0.06,0.01,7.46,0.33,0.07,0.03,0.0,0.0,0.0,0.0,0.18,1.0,0.01,0.0,0.39,0.5,0.01,0.0
Korreck,GER,MIDDLE BLOCKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koval,UKR,MIDDLE BLOCKER,5.05,4.67,1.5,0.06,0.05,3.71,0.1,0.11,0.02,0.75,0.03,0.04,0.0,0.11,1.0,0.0,0.0,1.4,0.8,0.05,0.02,0.0,0.0,0.0,0.0
Kovalov,UKR,OUTSIDE HITTER,53.26,42.87,0.73,0.55,0.42,44.42,0.31,0.51,0.26,12.36,0.08,0.26,0.05,0.0,0.0,0.0,0.0,12.1,0.48,0.29,0.15,24.81,0.2,0.42,0.16
Kovačič,SLO,LIBERO,61.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.07,0.01,0.0,37.04,0.53,0.66,0.45,42.1,0.34,0.53,0.27
Kozamernik,SLO,MIDDLE BLOCKER,60.5,21.01,1.26,0.24,0.2,64.46,0.24,0.74,0.38,7.86,0.05,0.23,0.03,0.06,0.12,0.0,0.0,7.43,0.37,0.21,0.09,8.55,1.22,0.08,0.06
Kozub,POL,SETTER,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.33,0.04,0.01,0.0,-1.0,0.01,0.0,0.0,0.0,0.0,0.0
Krage,GER,MIDDLE BLOCKER,24.92,12.06,1.33,0.15,0.12,25.35,0.33,0.32,0.15,3.36,0.04,0.11,0.01,0.0,0.0,0.0,0.0,0.0,-0.5,0.03,0.0,0.0,0.0,0.0,0.0
Krick,GER,MIDDLE BLOCKER,41.98,70.56,3.86,0.42,0.68,15.82,0.1,0.32,0.09,2.57,0.03,0.11,0.01,0.0,0.0,0.0,0.0,0.0,-2.0,0.03,0.0,0.0,0.0,0.0,0.0
Kržič,SLO,MIDDLE BLOCKER,3.69,2.92,1.5,0.04,0.03,3.08,0.12,0.09,0.02,0.49,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.02,0.0,0.46,1.0,0.01,0.0
Kukartsev,ARG,OPPOSITE SPIKER,47.33,49.0,0.89,0.56,0.48,16.92,0.22,0.27,0.1,8.08,0.07,0.19,0.03,0.0,0.0,0.0,0.0,10.25,0.64,0.23,0.12,0.0,0.0,0.0,0.0
Kulpinac,SRB,OPPOSITE SPIKER,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.0,0.0,0.0,0.37,1.0,0.02,0.0,0.0,0.0,0.0,0.0
Kunstmann,GER,MIDDLE BLOCKER,4.6,4.18,0.55,0.09,0.04,2.98,0.14,0.08,0.02,1.46,0.04,0.05,0.01,0.0,0.0,0.0,0.0,2.98,1.5,0.07,0.04,0.0,0.0,0.0,0.0
L. Bergmann,BRA,OUTSIDE HITTER,32.58,28.58,0.61,0.42,0.28,9.24,0.14,0.19,0.05,5.79,0.05,0.18,0.02,0.02,0.03,0.0,0.0,15.45,0.59,0.33,0.19,18.74,0.17,0.36,0.12
Larry,JPN,MIDDLE BLOCKER,16.53,13.72,1.6,0.15,0.13,13.12,0.16,0.24,0.08,0.51,0.01,0.04,0.0,0.0,0.0,0.0,0.0,9.83,2.0,0.16,0.12,0.0,0.0,0.0,0.0
Laurenzano,ITA,LIBERO,32.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,34.14,1.71,0.43,0.42,7.86,0.15,0.18,0.05
Lavia,ITA,OUTSIDE HITTER,35.49,21.36,0.48,0.37,0.21,15.56,0.19,0.27,0.09,8.04,0.06,0.2,0.03,0.02,0.03,0.0,0.0,19.85,1.12,0.32,0.24,23.73,0.26,0.37,0.15
Le Goff,FRA,MIDDLE BLOCKER,24.49,17.26,1.0,0.23,0.17,21.0,0.21,0.32,0.12,2.24,0.03,0.09,0.01,0.0,0.0,0.0,0.0,11.39,5.0,0.13,0.14,0.0,0.0,0.0,0.0
Leon,POL,OUTSIDE HITTER,48.7,52.11,0.89,0.59,0.51,13.69,0.22,0.23,0.08,79.58,0.25,0.75,0.32,0.07,0.1,0.0,0.0,16.31,1.5,0.25,0.2,0.0,0.0,0.21,0.0
Li T. Y.,CHN,LIBERO,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.0,5.85,0.5,0.16,0.07,3.32,0.16,0.09,0.02
Li Y.Z.,CHN,MIDDLE BLOCKER,59.65,14.25,1.07,0.19,0.14,65.95,0.27,0.72,0.39,16.08,0.09,0.3,0.06,0.0,0.0,0.0,0.0,1.4,0.6,0.05,0.02,0.19,0.12,0.01,0.0
Lima B.,ARG,OPPOSITE SPIKER,16.3,23.26,1.06,0.28,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.03,0.0,0.0,0.0,0.0,0.0
Lipke,NED,LIBERO,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.0,0.06,0.02,0.0,0.0,0.0,0.0
Lopez,CUB,OUTSIDE HITTER,47.22,38.78,1.0,0.44,0.38,9.07,0.19,0.18,0.05,8.12,0.06,0.2,0.03,0.24,0.13,0.01,0.0,21.33,0.96,0.36,0.26,32.11,0.35,0.42,0.21
Loser Bruno,ARG,MIDDLE BLOCKER,80.28,35.29,1.31,0.37,0.34,84.68,0.23,0.92,0.5,5.07,0.03,0.19,0.02,0.0,0.0,0.0,0.0,7.9,0.43,0.21,0.1,0.0,0.0,0.01,0.0
Louati,FRA,OUTSIDE HITTER,43.83,26.97,0.89,0.34,0.26,2.07,0.09,0.07,0.01,26.88,0.14,0.39,0.11,0.04,0.06,0.0,0.0,6.17,0.3,0.2,0.08,40.9,0.39,0.49,0.27
Luburić,SRB,OPPOSITE SPIKER,47.68,52.63,0.68,0.67,0.51,7.14,0.13,0.16,0.04,21.94,0.11,0.37,0.09,0.02,0.04,0.0,0.0,12.18,0.68,0.26,0.15,0.0,-2.0,0.0,0.0
Lucarelli,BRA,OUTSIDE HITTER,20.39,11.17,0.54,0.2,0.11,3.02,0.09,0.09,0.02,4.66,0.06,0.13,0.02,0.06,0.08,0.0,0.0,7.25,0.39,0.21,0.09,19.57,0.31,0.29,0.13
Luengas,ARG,OUTSIDE HITTER,10.34,8.68,0.89,0.13,0.08,3.24,0.18,0.08,0.02,10.48,0.17,0.15,0.04,0.04,0.12,0.0,0.0,6.66,1.14,0.14,0.08,2.35,0.11,0.08,0.02
Lui,CAN,LIBERO,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.0,0.0,-3.0,0.14,0.0,3.15,0.62,0.05,0.02
M. Lagumdzija,TUR,OUTSIDE HITTER,17.27,18.82,0.62,0.3,0.18,9.55,0.17,0.19,0.06,5.57,0.06,0.15,0.02,0.09,0.13,0.01,0.0,15.6,1.6,0.24,0.19,0.0,0.0,0.09,0.0
Ma'a,USA,SETTER,48.74,2.36,0.62,0.05,0.02,8.7,0.11,0.2,0.05,8.02,0.05,0.22,0.03,48.59,0.35,0.61,0.33,9.95,0.21,0.32,0.12,0.0,0.0,0.0,0.0
Maase,GER,MIDDLE BLOCKER,44.83,53.7,1.89,0.45,0.52,28.85,0.16,0.45,0.17,0.0,0.0,0.0,0.0,0.06,0.14,0.0,0.0,8.84,0.78,0.19,0.11,0.0,0.0,0.04,0.0
Maciel,ARG,MIDDLE BLOCKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnin,FRA,MIDDLE BLOCKER,5.58,1.51,1.0,0.03,0.01,3.41,0.2,0.08,0.02,8.4,0.2,0.11,0.03,0.0,0.0,0.0,0.0,3.35,2.0,0.07,0.04,0.0,0.0,0.0,0.0
Maicon,BRA,OUTSIDE HITTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maique,BRA,LIBERO,95.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.01,0.0,65.09,0.84,0.88,0.79,57.82,0.38,0.66,0.38
Mandıracı,TUR,OUTSIDE HITTER,69.0,66.72,0.87,0.74,0.65,19.43,0.17,0.32,0.11,100.0,0.24,0.96,0.4,0.02,0.02,0.0,0.0,14.54,0.33,0.37,0.18,14.45,0.14,0.31,0.09
Marovt,SLO,OUTSIDE HITTER,0.98,0.7,0.06,0.05,0.01,0.0,0.0,0.0,0.0,1.22,0.08,0.03,0.0,0.04,0.17,0.0,0.0,0.55,0.75,0.02,0.01,0.44,0.03,0.03,0.0
Marshman,USA,MIDDLE BLOCKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
