Player Name,Team,Position,positional_rating,rating_att,att_eff,att_vol,att_raw,rating_blk,blk_eff,blk_vol,blk_raw,rating_serv,serv_eff,serv_vol,serv_raw,rating_set,set_eff,set_vol,set_raw,rating_def,def_eff,def_vol,def_raw,rating_recv,recv_eff,recv_vol,recv_raw
Bisset,CUB,OPPOSITE SPIKER,4.85,4.8,0.77,0.09,0.05,1.18,0.07,0.05,0.01,0.0,0.0,0.0,0.0,0.34,0.4,0.01,0.0,3.17,1.75,0.07,0.04,0.39,0.5,0.01,0.0
Boiko,UKR,LIBERO,79.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.01,0.0,53.08,0.73,0.79,0.65,49.79,0.3,0.64,0.32
Boninfante,ITA,SETTER,0.87,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.08,0.03,0.0,1.63,0.67,0.06,0.02,0.0,0.0,0.0,0.0
Bottolo,ITA,OUTSIDE HITTER,17.92,12.39,0.74,0.19,0.12,9.01,0.29,0.15,0.05,3.49,0.07,0.09,0.01,0.02,0.08,0.0,0.0,6.26,1.62,0.12,0.08,12.14,0.38,0.18,0.08
Bovolenta,ITA,OPPOSITE SPIKER,19.65,19.78,0.88,0.27,0.19,2.49,0.09,0.08,0.01,4.18,0.06,0.11,0.02,0.0,0.0,0.0,0.0,14.26,1.67,0.22,0.17,0.0,0.0,0.0,0.0
Bozhilov,BUL,LIBERO,26.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.01,0.0,8.44,0.45,0.22,0.1,25.95,0.21,0.43,0.17
Bołądź,POL,OPPOSITE SPIKER,9.32,7.99,1.0,0.12,0.08,7.09,0.21,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Brand,GER,OUTSIDE HITTER,47.73,45.85,0.78,0.56,0.44,22.26,0.17,0.36,0.13,2.47,0.03,0.11,0.01,0.0,0.0,0.0,0.0,33.89,1.38,0.46,0.41,16.15,0.1,0.4,0.1
Bračko,SLO,OUTSIDE HITTER,10.2,9.7,0.7,0.16,0.09,0.9,0.06,0.04,0.01,1.87,0.05,0.06,0.01,0.0,0.0,0.0,0.0,6.2,0.91,0.14,0.08,5.54,0.12,0.15,0.04
Brborić,SRB,OUTSIDE HITTER,8.81,7.31,0.51,0.15,0.07,1.84,0.12,0.06,0.01,5.4,0.08,0.12,0.02,0.04,0.09,0.0,0.0,6.55,0.83,0.15,0.08,3.27,0.11,0.1,0.02
Briggs,USA,LIBERO,40.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.17,0.01,0.0,21.86,1.0,0.36,0.27,29.79,0.45,0.35,0.19
Brizard,FRA,SETTER,100.0,3.6,0.83,0.07,0.03,3.3,0.08,0.11,0.02,75.3,0.24,0.74,0.3,90.77,0.49,0.89,0.61,14.75,0.81,0.28,0.18,0.0,0.0,0.0,0.0
Burggräf,GER,SETTER,3.11,0.0,0.0,0.0,0.0,0.77,0.2,0.03,0.0,3.17,0.08,0.07,0.01,2.32,0.2,0.06,0.02,1.94,0.4,0.07,0.02,0.0,0.0,0.0,0.0
Böhme,GER,OPPOSITE SPIKER,6.08,5.75,0.71,0.1,0.06,0.46,0.06,0.03,0.0,7.46,0.33,0.07,0.03,0.0,0.0,0.0,0.0,1.93,0.62,0.06,0.02,0.54,1.0,0.01,0.0
Camino,CUB,LIBERO,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38,0.09,0.0,6.66,0.07,0.23,0.04
Can Koç,TUR,OPPOSITE SPIKER,15.67,0.0,0.0,0.0,0.0,29.81,0.5,0.32,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caneschi,ITA,MIDDLE BLOCKER,2.38,0.0,0.0,0.01,0.0,3.17,0.17,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canham,CAN,OPPOSITE SPIKER,15.57,18.47,0.88,0.25,0.18,2.69,0.11,0.08,0.02,4.53,0.07,0.11,0.02,0.0,0.0,0.0,0.0,1.59,0.17,0.08,0.02,0.0,0.0,0.0,0.0
Carle,FRA,OUTSIDE HITTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Chaboissant,FRA,SETTER,8.29,0.38,0.33,0.01,0.0,3.73,0.25,0.08,0.02,0.0,0.0,0.0,0.0,8.66,0.3,0.16,0.06,0.0,-0.17,0.06,0.0,0.0,0.0,0.0,0.0
Champlin,USA,OUTSIDE HITTER,21.49,21.11,0.77,0.3,0.2,4.8,0.19,0.11,0.03,3.65,0.05,0.11,0.01,0.23,0.17,0.01,0.0,9.06,0.71,0.2,0.11,11.72,0.2,0.23,0.08
Chelenyak,UKR,MIDDLE BLOCKER,0.34,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.08,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Chinenyeze,FRA,MIDDLE BLOCKER,11.99,27.06,6.0,0.16,0.26,0.92,0.08,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0
Chizoba,BRA,OPPOSITE SPIKER,2.43,0.98,0.27,0.04,0.01,0.82,0.11,0.03,0.0,7.51,0.25,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Clevenot,FRA,OUTSIDE HITTER,73.87,60.92,0.91,0.67,0.59,37.55,0.26,0.47,0.22,18.19,0.08,0.37,0.07,0.02,0.02,0.0,0.0,27.24,1.0,0.43,0.33,39.63,0.34,0.51,0.26
Concepcion,CUB,MIDDLE BLOCKER,76.36,38.03,1.62,0.36,0.37,74.78,0.24,0.82,0.44,14.84,0.08,0.3,0.06,0.0,0.0,0.0,0.0,7.11,0.81,0.16,0.09,0.0,0.0,0.01,0.0
Conde,ARG,OUTSIDE HITTER,0.73,0.0,-0.25,0.01,0.0,2.53,0.33,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.03,0.0,0.0,0.0,0.02,0.0
Cortesia,ITA,MIDDLE BLOCKER,0.92,0.47,0.5,0.01,0.0,0.96,0.09,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currie,CAN,LIBERO,28.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.01,0.0,0.0,-0.08,0.42,0.0,37.02,0.32,0.49,0.24
Czunkiewicz,POL,LIBERO,9.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.11,0.28,0.08,6.41,0.15,0.16,0.04
D. Dimitrov,BUL,OPPOSITE SPIKER,21.71,8.52,0.86,0.13,0.08,25.35,0.33,0.32,0.15,0.0,0.0,0.0,0.0,0.24,0.33,0.01,0.0,9.11,2.5,0.14,0.11,0.0,0.0,0.0,0.0
D. Kolev,BUL,LIBERO,18.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.07,1.0,0.39,0.29,0.0,0.0,0.0,0.0
Dagostino,USA,LIBERO,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.22,0.0,4.49,0.09,0.14,0.03
Danani,ARG,LIBERO,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.01,0.0,75.51,0.81,1.0,0.92,53.76,0.28,0.71,0.35
Daneshdoust,IRI,OUTSIDE HITTER,7.65,7.83,1.06,0.11,0.08,8.44,0.36,0.14,0.05,2.29,0.05,0.07,0.01,0.27,0.43,0.01,0.0,3.6,0.67,0.1,0.04,0.0,-0.05,0.07,0.0
Darlan,BRA,OPPOSITE SPIKER,47.05,51.44,1.43,0.48,0.5,4.23,0.14,0.11,0.02,43.25,0.24,0.44,0.17,0.0,0.0,0.0,0.0,4.59,0.43,0.14,0.06,0.0,0.0,0.0,0.0
Diaz,ARG,OUTSIDE HITTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diez,FRA,LIBERO,70.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.01,0.0,45.94,1.13,0.62,0.56,45.44,0.41,0.52,0.3
Dilmenler,TUR,OPPOSITE SPIKER,11.23,8.56,0.43,0.18,0.08,5.35,0.25,0.11,0.03,1.58,0.06,0.05,0.01,0.0,0.0,0.0,0.0,8.16,1.2,0.16,0.1,0.0,0.0,0.0,0.0
Duflos Rossi,FRA,OUTSIDE HITTER,12.88,1.64,0.13,0.07,0.02,1.04,0.11,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.83,0.11,0.05,18.38,0.58,0.21,0.12
Eckardt,GER,LIBERO,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.0,0.06,0.02,0.0,0.0,0.0,0.0
Eiro,JPN,SETTER,26.07,0.0,0.0,0.02,0.0,1.76,0.11,0.06,0.01,5.91,0.06,0.16,0.02,26.14,0.29,0.39,0.18,5.7,0.32,0.18,0.07,0.0,0.0,0.0,0.0
Eisa,IRI,MIDDLE BLOCKER,48.16,12.61,1.11,0.17,0.12,55.63,0.25,0.65,0.33,0.49,0.01,0.04,0.0,0.04,0.07,0.0,0.0,10.86,1.43,0.19,0.13,0.87,0.29,0.02,0.01
Elgert,CAN,SETTER,36.28,0.12,0.5,0.0,0.0,1.22,0.05,0.06,0.01,11.42,0.07,0.26,0.05,37.42,0.35,0.49,0.25,0.0,-0.2,0.1,0.0,0.0,-0.33,0.0,0.0
Ensing,USA,OPPOSITE SPIKER,10.46,9.84,0.63,0.17,0.1,2.98,0.14,0.08,0.02,8.45,0.09,0.17,0.03,0.0,0.0,0.0,0.0,1.96,0.11,0.11,0.02,0.0,0.0,0.0,0.0
Ertuğrul Gazi,TUR,MIDDLE BLOCKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esfandiar,IRI,OUTSIDE HITTER,23.77,20.43,0.85,0.28,0.2,23.95,0.38,0.3,0.14,23.66,0.15,0.33,0.09,0.0,0.0,0.0,0.0,9.15,1.18,0.18,0.11,0.0,-0.02,0.1,0.0
Ewert,USA,OUTSIDE HITTER,25.3,23.64,0.67,0.35,0.23,7.07,0.13,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.15,0.0,20.9,0.23,0.35,0.14
Faure,FRA,OPPOSITE SPIKER,96.16,96.05,0.95,0.96,0.93,13.68,0.12,0.28,0.08,51.65,0.12,0.74,0.21,0.02,0.03,0.0,0.0,48.03,1.26,0.62,0.58,1.16,1.0,0.02,0.01
Feral,FRA,OPPOSITE SPIKER,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando,BRA,SETTER,94.16,1.39,0.55,0.04,0.01,4.82,0.1,0.13,0.03,13.28,0.07,0.3,0.05,100.0,0.45,1.0,0.67,0.0,-0.12,0.21,0.0,0.0,-1.0,0.0,0.0
Fiel,CUB,MIDDLE BLOCKER,15.54,4.38,0.73,0.08,0.04,16.85,0.2,0.28,0.1,3.96,0.07,0.1,0.02,0.0,0.0,0.0,0.0,0.5,0.17,0.03,0.01,0.27,0.25,0.01,0.0
Firlej,POL,SETTER,32.45,0.46,0.4,0.02,0.0,1.57,0.08,0.06,0.01,1.92,0.03,0.08,0.01,32.81,0.38,0.42,0.22,10.98,0.87,0.22,0.13,0.0,0.0,0.0,0.0
Flavio,BRA,MIDDLE BLOCKER,49.53,36.93,1.72,0.34,0.36,44.51,0.16,0.63,0.26,1.75,0.02,0.09,0.01,0.03,0.1,0.0,0.0,2.52,0.09,0.14,0.03,0.27,0.33,0.01,0.0
Flexen,USA,OUTSIDE HITTER,7.56,4.79,0.36,0.12,0.05,3.07,0.15,0.08,0.02,16.55,0.17,0.22,0.07,0.0,0.0,0.0,0.0,4.3,1.2,0.1,0.05,0.0,-0.07,0.1,0.0
Fornal,POL,OUTSIDE HITTER,48.77,29.38,0.97,0.36,0.28,32.19,0.26,0.42,0.19,16.49,0.09,0.31,0.07,0.05,0.06,0.0,0.0,4.86,0.14,0.21,0.06,36.56,0.32,0.49,0.24
Gajović,SRB,MIDDLE BLOCKER,1.95,0.29,0.5,0.01,0.0,0.0,0.0,0.0,0.0,6.66,0.08,0.15,0.03,0.0,0.0,0.0,0.0,0.0,-2.0,0.02,0.0,1.9,2.0,0.02,0.01
Galassi,ITA,MIDDLE BLOCKER,42.15,21.85,1.42,0.24,0.21,43.47,0.26,0.53,0.26,0.58,0.01,0.04,0.0,0.0,0.0,0.0,0.0,2.75,0.35,0.1,0.03,0.0,-0.09,0.0,0.0
Gallego,ARG,MIDDLE BLOCKER,19.68,5.13,0.82,0.09,0.05,22.98,0.26,0.32,0.14,0.7,0.03,0.04,0.0,0.0,0.0,0.0,0.0,1.14,0.27,0.06,0.01,0.0,-0.1,0.0,0.0
Garcia,CUB,LIBERO,97.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,71.04,1.29,0.83,0.86,54.53,0.26,0.74,0.35
Garcia,USA,OPPOSITE SPIKER,40.38,34.84,0.97,0.41,0.34,13.52,0.18,0.24,0.08,45.46,0.2,0.52,0.18,0.09,0.13,0.01,0.0,3.38,0.05,0.22,0.04,0.0,-1.0,0.0,0.0
Gargiulo,ITA,MIDDLE BLOCKER,50.56,34.06,2.46,0.27,0.33,46.05,0.22,0.58,0.27,5.36,0.04,0.18,0.02,0.08,0.17,0.0,0.0,3.82,0.59,0.11,0.05,0.96,0.17,0.03,0.01
Gasman,USA,MIDDLE BLOCKER,5.7,4.92,2.0,0.06,0.05,0.0,0.0,0.0,0.0,14.55,0.5,0.11,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
Georgiev,BUL,MIDDLE BLOCKER,5.46,6.08,8.0,0.04,0.06,3.73,0.25,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,2.0,0.04,0.02,0.0,0.0,0.0,0.0
Giannelli,ITA,SETTER,62.3,2.99,0.42,0.08,0.03,20.39,0.16,0.35,0.12,22.82,0.1,0.41,0.09,57.85,0.37,0.69,0.39,16.85,0.51,0.36,0.21,0.0,0.0,0.0,0.0
Gierżot,POL,OUTSIDE HITTER,28.34,24.39,1.03,0.3,0.24,0.9,0.08,0.04,0.01,21.3,0.18,0.27,0.09,0.26,0.4,0.01,0.0,10.97,1.33,0.19,0.13,16.04,0.22,0.28,0.1
Giraudo,ARG,SETTER,8.65,0.22,0.29,0.01,0.0,4.21,0.14,0.11,0.02,3.42,0.09,0.07,0.01,8.18,0.27,0.15,0.06,0.88,0.25,0.05,0.01,0.0,0.0,0.0,0.0
Gomez,ARG,OPPOSITE SPIKER,42.61,49.6,1.16,0.51,0.48,3.01,0.08,0.1,0.02,35.81,0.21,0.4,0.14,0.0,0.0,0.0,0.0,0.0,-0.09,0.12,0.0,0.41,0.33,0.01,0.0
Gomez,CUB,SETTER,43.89,5.9,1.75,0.07,0.06,4.56,0.11,0.12,0.03,17.65,0.09,0.34,0.07,41.92,0.32,0.56,0.28,5.61,0.28,0.19,0.07,0.0,0.0,0.0,0.0
Gomułka,POL,OPPOSITE SPIKER,4.77,6.81,1.0,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.03,0.0,0.0,0.0,0.0,0.0
Gonzalez,CUB,OPPOSITE SPIKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goto,JPN,OUTSIDE HITTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,-1.0,0.0,0.0
Granieczny,POL,LIBERO,14.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,14.18,1.0,0.26,0.17,5.01,0.15,0.13,0.03
Graven,GER,LIBERO,90.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.01,0.0,51.71,1.03,0.69,0.63,64.95,0.44,0.69,0.42
Grebennikov,FRA,LIBERO,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.01,0.0,29.56,0.69,0.51,0.36,34.64,0.44,0.41,0.22
Greves,CAN,SETTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grozdanov,BUL,MIDDLE BLOCKER,67.62,18.78,0.74,0.27,0.18,72.23,0.23,0.81,0.43,20.41,0.09,0.39,0.08,0.16,0.14,0.01,0.0,3.58,0.5,0.11,0.04,1.07,0.25,0.03,0.01
Grozer,GER,OPPOSITE SPIKER,2.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,11.41,0.33,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Gueye,FRA,MIDDLE BLOCKER,23.8,21.54,1.31,0.24,0.21,18.92,0.16,0.32,0.11,2.31,0.03,0.1,0.01,0.04,0.12,0.0,0.0,0.0,0.0,0.08,0.0,0.16,0.08,0.01,0.0
Gulmezoglu,TUR,OUTSIDE HITTER,11.89,7.82,0.25,0.21,0.08,8.39,0.2,0.16,0.05,6.17,0.06,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,7.98,0.11,0.21,0.05
Gyimah,CAN,MIDDLE BLOCKER,32.51,19.71,1.79,0.2,0.19,29.08,0.19,0.43,0.17,6.66,0.08,0.15,0.03,0.12,0.2,0.01,0.0,5.1,0.73,0.13,0.06,4.01,0.47,0.07,0.03
Gürbüz,TUR,OPPOSITE SPIKER,47.71,49.1,0.96,0.55,0.48,2.09,0.06,0.08,0.01,2.99,0.04,0.11,0.01,0.15,0.12,0.01,0.0,44.43,3.0,0.44,0.54,0.0,0.0,0.0,0.0
Haghparast,IRI,OUTSIDE HITTER,4.96,4.05,0.58,0.08,0.04,0.59,0.1,0.03,0.0,3.74,0.11,0.07,0.01,0.0,0.0,0.0,0.0,7.46,8.0,0.08,0.09,0.0,0.0,0.06,0.0
Hatipoğlu,TUR,LIBERO,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.0,0.06,0.03,0.0,0.0,0.0,0.0
Hawryluk,POL,LIBERO,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.56,2.0,0.17,0.13,5.64,0.25,0.11,0.04
Hazrat,IRI,LIBERO,48.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.01,0.0,35.53,1.61,0.45,0.43,27.58,0.33,0.38,0.18
Henno,FRA,OUTSIDE HITTER,33.76,28.06,1.71,0.27,0.27,4.55,0.17,0.11,0.03,13.06,0.15,0.19,0.05,0.0,0.0,0.0,0.0,13.68,1.5,0.22,0.17,22.04,0.33,0.31,0.14
Herr,CAN,SETTER,29.38,0.22,0.29,0.01,0.0,0.49,0.06,0.03,0.0,2.0,0.04,0.07,0.01,31.3,0.38,0.41,0.21,2.38,0.24,0.1,0.03,0.0,0.0,0.0,0.0
Heslinga,CAN,OUTSIDE HITTER,17.72,20.81,0.79,0.29,0.2,6.99,0.18,0.15,0.04,4.19,0.05,0.12,0.02,0.0,0.0,0.0,0.0,0.0,-0.18,0.13,0.0,8.68,0.21,0.18,0.06
Hilmi,TUR,SETTER,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84,1.0,0.05,0.04,0.04,0.07,0.0,0.0,1.77,2.0,0.04,0.02,0.0,0.0,0.0,0.0
Hobus,USA,OPPOSITE SPIKER,21.95,21.86,0.77,0.31,0.21,8.28,0.19,0.16,0.05,0.0,0.0,0.0,0.0,0.04,0.11,0.0,0.0,8.67,1.22,0.17,0.11,1.9,2.0,0.02,0.01
Hofer,CAN,OUTSIDE HITTER,57.01,58.58,1.02,0.62,0.57,11.91,0.13,0.24,0.07,12.19,0.08,0.26,0.05,0.07,0.06,0.01,0.0,18.04,0.49,0.39,0.22,31.59,0.22,0.5,0.21
Holdaway,USA,MIDDLE BLOCKER,24.37,4.62,0.67,0.09,0.04,25.35,0.33,0.32,0.15,12.65,0.11,0.22,0.05,0.0,0.0,0.0,0.0,2.71,0.25,0.11,0.03,0.0,0.0,0.0,0.0
Honorato,BRA,LIBERO,27.58,30.9,0.79,0.4,0.3,17.46,0.21,0.28,0.1,13.0,0.07,0.3,0.05,0.05,0.06,0.0,0.0,12.13,0.34,0.32,0.15,20.27,0.21,0.35,0.13
Howe,CAN,MIDDLE BLOCKER,21.04,14.95,1.75,0.16,0.15,17.42,0.13,0.32,0.1,5.28,0.06,0.15,0.02,0.0,0.0,0.0,0.0,4.72,1.0,0.11,0.06,0.0,0.0,0.0,0.0
Huetz,FRA,MIDDLE BLOCKER,64.74,26.6,1.43,0.28,0.26,63.45,0.22,0.75,0.37,20.38,0.14,0.3,0.08,0.1,0.2,0.0,0.0,4.91,1.1,0.11,0.06,5.32,0.7,0.07,0.03
Isaacson,USA,SETTER,14.63,0.0,0.0,0.01,0.0,1.09,0.12,0.04,0.01,1.03,0.02,0.05,0.0,15.49,0.3,0.25,0.1,1.29,0.06,0.1,0.02,0.0,0.0,0.0,0.0
Ishikawa,JPN,OUTSIDE HITTER,52.03,64.53,0.84,0.73,0.63,12.67,0.15,0.24,0.07,2.66,0.03,0.11,0.01,0.37,0.15,0.01,0.0,6.51,0.08,0.31,0.08,26.45,0.2,0.45,0.17
Ivović,SRB,LIBERO,49.91,36.98,0.58,0.53,0.36,26.27,0.22,0.38,0.15,10.6,0.06,0.26,0.04,0.21,0.07,0.01,0.0,19.18,0.67,0.37,0.23,42.65,0.26,0.6,0.28
J. Elser,CAN,OUTSIDE HITTER,2.82,3.68,1.8,0.05,0.04,0.84,0.17,0.03,0.0,3.03,0.07,0.08,0.01,0.0,0.0,0.0,0.0,0.0,-1.5,0.02,0.0,0.43,0.09,0.02,0.0
J. Gutierrez,CUB,OUTSIDE HITTER,18.29,14.18,0.8,0.21,0.14,4.0,0.15,0.1,0.02,3.77,0.06,0.1,0.02,0.0,0.0,0.0,0.0,9.29,1.33,0.17,0.11,12.18,0.22,0.23,0.08
Jakubiszak,POL,MIDDLE BLOCKER,18.63,16.57,1.82,0.17,0.16,14.71,0.14,0.28,0.09,1.1,0.02,0.06,0.0,0.03,0.14,0.0,0.0,1.35,0.27,0.06,0.02,3.31,1.0,0.04,0.02
Javad,IRI,SETTER,15.35,0.0,-1.0,0.0,0.0,6.92,0.22,0.14,0.04,0.76,0.03,0.04,0.0,13.72,0.32,0.22,0.09,11.5,1.5,0.19,0.14,0.0,0.0,0.0,0.0
Jendryk,USA,MIDDLE BLOCKER,20.61,21.47,1.68,0.22,0.21,14.1,0.14,0.27,0.08,1.49,0.02,0.07,0.01,0.0,0.0,0.0,0.0,7.92,0.82,0.18,0.1,0.24,0.2,0.01,0.0
Ji D.S.,CHN,OUTSIDE HITTER,23.76,15.51,0.39,0.31,0.15,5.19,0.15,0.12,0.03,3.01,0.04,0.1,0.01,0.37,0.18,0.01,0.0,5.59,0.38,0.17,0.07,22.06,0.24,0.36,0.14
Jiang C.,CHN,OPPOSITE SPIKER,34.22,35.7,0.91,0.43,0.35,8.79,0.18,0.18,0.05,16.89,0.12,0.27,0.07,0.08,0.14,0.0,0.0,6.18,1.0,0.14,0.08,0.0,-0.33,0.0,0.0
John,GER,OPPOSITE SPIKER,84.44,91.85,0.97,0.92,0.89,7.59,0.1,0.19,0.04,49.42,0.16,0.63,0.2,0.0,0.0,0.0,0.0,28.31,1.04,0.44,0.34,1.72,0.33,0.04,0.01
Jovović,SRB,SETTER,39.32,1.75,0.8,0.04,0.02,2.44,0.09,0.08,0.01,1.03,0.02,0.05,0.0,39.59,0.43,0.47,0.27,13.05,0.91,0.25,0.16,0.63,0.5,0.01,0.0
Judson,BRA,MIDDLE BLOCKER,48.19,44.86,2.0,0.37,0.44,31.66,0.14,0.5,0.19,18.03,0.09,0.34,0.07,0.0,0.0,0.0,0.0,13.68,1.5,0.22,0.17,0.32,0.08,0.02,0.0
Kai,JPN,OUTSIDE HITTER,22.01,15.32,0.63,0.25,0.15,1.6,0.11,0.06,0.01,40.24,0.25,0.41,0.16,0.13,0.25,0.01,0.0,4.51,0.35,0.15,0.05,9.14,0.22,0.18,0.06
Karyagin,BUL,OUTSIDE HITTER,0.22,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.03,0.01,0.0,0.0,0.0,0.0
Keemink,NED,SETTER,30.62,2.95,1.12,0.05,0.03,5.99,0.15,0.14,0.04,0.4,0.01,0.04,0.0,31.39,0.32,0.44,0.21,4.83,0.2,0.19,0.06,0.0,0.0,0.0,0.0
Keihan,JPN,OPPOSITE SPIKER,11.82,14.31,1.0,0.19,0.14,3.41,0.2,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
Kirkit,TUR,OUTSIDE HITTER,0.0,0.0,-0.25,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,-0.33,0.0,0.0
Kisiliuk,UKR,OUTSIDE HITTER,3.4,1.74,0.25,0.06,0.02,0.0,0.0,0.0,0.0,9.6,0.25,0.11,0.04,0.0,0.0,0.0,0.0,1.02,0.5,0.04,0.01,0.77,0.05,0.04,0.01
