Player Name,Team,Position,Age,Height,Impact,Attacking Rating,Blocking Rating,Serving Rating,Setting Rating,Defense Rating,Receiving Rating,Running Sets,Setting Errors,Still Sets,Sets Per Match,Successful Receives,Receiving Errors,Service Receptions,Receives Per Match,Aces,Service Errors,Service Attempts,Serves Per Match,Blocks,Blocking Errors,Rebounds,Blocks Per Match,Great Saves,Defensive Errors,Defensive Receptions,Digs Per Match,Kills,Attacking Errors,Attacking Attempts,Attacks Per Match
Hazrat,IRI,LIBERO,26,187cm,48.83,0.0,0.0,0.0,0.06,35.53,27.58,2,0,39,0.17,40,8,96,3.33,0,0,0,0.0,0,0,0,0.0,49,12,23,4.08,0,0,0,0.0
Henno,FRA,OUTSIDE HITTER,20,193cm,33.76,28.06,4.55,13.06,0.0,13.68,22.04,0,0,6,0.0,25,4,64,2.78,4,23,27,0.44,3,8,7,0.33,18,6,8,2.0,41,12,17,4.56
Herr,CAN,SETTER,31,192cm,26.98,0.22,0.49,2.0,31.3,2.38,0.0,165,1,264,13.75,0,0,1,0.0,2,9,54,0.17,1,8,7,0.08,11,7,17,0.92,2,0,7,0.17
Heslinga,CAN,OUTSIDE HITTER,23,200cm,17.72,20.81,6.99,4.19,0.0,0.0,8.68,0,0,16,0.0,17,5,58,1.55,3,12,55,0.27,5,15,8,0.45,13,16,17,1.18,54,10,56,4.91
Hilmi,TUR,SETTER,22,186cm,3.06,0.0,0.0,9.84,0.04,1.77,0.0,1,0,14,0.12,0,0,0,0.0,1,0,1,0.12,0,1,0,0.0,3,1,1,0.38,0,0,0,0.0
Hobus,USA,OPPOSITE SPIKER,25,205cm,21.48,21.86,8.28,0.0,0.04,8.67,1.9,1,0,8,0.08,2,0,1,0.17,0,17,34,0.0,6,9,16,0.5,18,7,9,1.5,62,26,47,5.17
Hofer,CAN,OUTSIDE HITTER,25,199cm,57.01,58.58,11.91,12.19,0.07,18.04,31.59,2,0,29,0.17,53,18,158,4.42,7,24,88,0.58,9,28,33,0.75,42,24,37,3.5,125,37,86,10.42
Holdaway,USA,MIDDLE BLOCKER,28,201cm,24.37,4.62,25.35,12.65,0.0,2.71,0.0,0,0,0,0.0,0,0,0,0.0,1,2,9,0.5,2,2,2,1.0,2,1,4,1.0,3,1,3,1.5
Honorato,BRA,LIBERO,28,190cm,27.58,30.9,17.46,13.0,0.05,12.13,20.27,2,0,32,0.13,47,9,182,3.13,10,22,147,0.67,13,28,22,0.87,43,32,32,2.87,102,37,82,6.8
Howe,CAN,MIDDLE BLOCKER,27,198cm,21.04,14.95,17.42,5.28,0.0,4.72,0.0,0,0,1,0.0,0,0,1,0.0,1,1,18,0.33,3,12,8,1.0,3,2,1,1.0,8,1,4,2.67
Huetz,FRA,MIDDLE BLOCKER,25,202cm,64.74,26.6,63.45,20.38,0.1,4.91,5.32,2,1,7,0.15,8,1,10,0.62,9,41,66,0.69,30,49,59,2.31,13,2,10,1.0,61,18,30,4.69
Isaacson,USA,SETTER,26,187cm,13.68,0.0,1.09,1.03,15.49,1.29,0.0,68,1,159,8.5,0,0,2,0.0,1,2,43,0.12,1,3,4,0.12,7,6,17,0.88,1,0,0,0.12
Ishikawa,JPN,OUTSIDE HITTER,29,191cm,52.03,64.53,12.67,2.66,0.37,6.51,26.45,2,0,11,0.5,16,1,76,4.0,1,11,34,0.25,3,11,6,0.75,11,10,12,2.75,49,17,38,12.25
Ivović,SRB,LIBERO,34,194cm,49.91,36.98,26.27,10.6,0.21,19.18,42.65,5,2,61,0.42,64,22,163,5.33,7,39,111,0.58,14,32,18,1.17,40,20,30,3.33,108,57,88,9.0
J. Elser,CAN,OUTSIDE HITTER,26,204cm,2.82,3.68,0.84,3.03,0.0,0.0,0.43,0,0,3,0.0,2,0,22,0.18,2,3,30,0.18,1,0,5,0.09,2,8,4,0.18,9,0,5,0.82
J. Gutierrez,CUB,OUTSIDE HITTER,23,194cm,18.29,14.18,4.0,3.77,0.0,9.29,12.18,0,1,11,0.0,26,5,95,2.0,3,13,49,0.23,4,10,13,0.31,20,8,9,1.54,46,18,35,3.54
Jakubiszak,POL,MIDDLE BLOCKER,27,210cm,18.63,16.57,14.71,1.1,0.03,1.35,3.31,1,0,6,0.07,5,1,4,0.36,2,8,102,0.14,12,36,38,0.86,8,5,11,0.57,40,9,17,2.86
Javad,IRI,SETTER,27,204cm,16.15,0.0,6.92,0.76,13.72,11.5,0.0,90,2,193,7.5,0,0,0,0.0,1,6,34,0.08,5,10,8,0.42,21,9,8,1.75,1,2,1,0.08
Jendryk,USA,MIDDLE BLOCKER,30,208cm,20.61,21.47,14.1,1.49,0.0,7.92,0.24,0,0,13,0.0,1,0,5,0.08,2,8,88,0.17,10,28,33,0.83,19,5,17,1.58,44,7,22,3.67
Ji D.S.,CHN,OUTSIDE HITTER,33,194cm,23.76,15.51,5.19,3.01,0.37,5.59,22.06,6,1,26,0.46,41,12,119,3.15,3,26,71,0.23,5,15,14,0.38,20,11,24,1.54,67,30,95,5.15
Jiang C.,CHN,OPPOSITE SPIKER,31,205cm,35.65,35.7,8.79,16.89,0.08,6.18,0.0,2,0,12,0.15,0,1,3,0.0,8,21,66,0.62,7,16,17,0.54,16,11,5,1.23,94,41,58,7.23
John,GER,OPPOSITE SPIKER,24,204cm,87.49,91.85,7.59,49.42,0.0,28.31,1.72,0,0,16,0.0,4,1,9,0.33,17,38,107,1.42,7,24,42,0.58,47,20,26,3.92,186,57,133,15.5
Jovović,SRB,SETTER,33,197cm,36.49,1.75,2.44,1.03,39.59,13.05,0.63,128,2,170,16.0,1,0,2,0.12,1,2,43,0.12,2,9,12,0.25,18,8,11,2.25,5,1,5,0.62
Judson,BRA,MIDDLE BLOCKER,26,204cm,48.19,44.86,31.66,18.03,0.0,13.68,0.32,0,2,10,0.0,2,1,13,0.15,10,36,110,0.77,20,60,60,1.54,26,11,10,2.0,82,8,37,6.31
Kai,JPN,OUTSIDE HITTER,21,200cm,22.01,15.32,1.6,40.24,0.13,4.51,9.14,2,0,6,0.17,19,3,73,1.58,11,28,44,0.92,2,7,10,0.17,16,10,17,1.33,50,21,46,4.17
Karyagin,BUL,OUTSIDE HITTER,22,206cm,0.22,0.0,0.0,0.0,0.0,0.78,0.0,0,0,0,0.0,0,0,0,0.0,0,1,1,0.0,0,1,1,0.0,1,0,1,0.25,1,1,4,0.25
Keemink,NED,SETTER,32,197cm,29.58,2.95,5.99,0.4,31.39,4.83,0.0,178,3,372,14.83,0,0,3,0.0,1,5,98,0.08,5,12,16,0.42,20,16,20,1.67,10,1,8,0.83
Keihan,JPN,OPPOSITE SPIKER,21,193cm,11.98,14.31,3.41,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0,0,0.0,0,3,8,0.0,1,1,3,0.25,3,4,0,0.75,13,6,7,3.25
Kirkit,TUR,OUTSIDE HITTER,24,194cm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,1,3,0.0,0,0,8,0.0,0,1,0,0.0,2,1,0,0.33,1,2,4,0.17
Kisiliuk,UKR,OUTSIDE HITTER,30,197cm,3.4,1.74,0.0,9.6,0.0,1.02,0.77,0,0,6,0.0,3,2,21,0.38,2,8,8,0.25,0,5,0,0.0,3,0,6,0.38,8,6,8,1.0
Klok,NED,LIBERO,26,189cm,58.74,0.0,0.0,0.0,0.08,27.45,48.47,3,1,70,0.25,66,16,162,5.5,0,0,0,0.0,0,0,0,0.0,69,56,47,5.75,0,0,0,0.0
Knigge,USA,MIDDLE BLOCKER,29,201cm,22.76,5.94,25.34,4.08,0.04,2.46,0.19,1,0,7,0.08,1,0,8,0.08,3,19,50,0.25,14,33,23,1.17,9,2,14,0.75,22,9,19,1.83
Kochanowski,POL,MIDDLE BLOCKER,28,199cm,62.43,39.52,54.86,15.98,0.0,6.02,2.55,0,0,6,0.0,2,0,2,0.29,5,17,58,0.71,14,27,17,2.0,8,2,5,1.14,36,3,13,5.14
Kokeza,SRB,MIDDLE BLOCKER,21,205cm,0.07,0.0,0.0,0.0,0.0,0.78,0.0,0,0,0,0.0,1,0,0,0.25,0,1,2,0.0,0,5,1,0.0,1,0,1,0.25,1,1,1,0.25
Komenda,POL,SETTER,29,198cm,61.39,0.0,23.11,1.34,62.4,6.37,0.0,274,1,473,24.91,0,0,0,0.0,2,2,117,0.18,12,19,29,1.09,34,32,37,3.09,2,2,3,0.18
Koops,NED,OUTSIDE HITTER,24,190cm,100.0,45.17,3.54,20.61,0.24,56.25,100.0,5,0,48,0.42,106,17,211,8.83,10,47,101,0.83,4,25,16,0.33,75,23,41,6.25,122,33,138,10.17
Korenblek,NED,MIDDLE BLOCKER,23,215cm,4.24,2.33,1.8,7.46,0.0,0.18,0.39,0,0,2,0.0,1,0,2,0.08,2,10,6,0.17,2,7,5,0.17,1,0,1,0.08,10,3,10,0.83
Korreck,GER,MIDDLE BLOCKER,24,210cm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
Koval,UKR,MIDDLE BLOCKER,26,198cm,5.05,4.67,3.71,0.75,0.11,1.4,0.0,1,0,0,0.08,0,0,2,0.0,1,15,35,0.08,4,18,18,0.33,5,1,5,0.42,13,1,8,1.08
Kovalov,UKR,OUTSIDE HITTER,29,190cm,53.26,42.87,44.42,12.36,0.0,12.1,24.81,0,0,43,0.0,45,15,148,3.75,7,21,86,0.58,19,20,23,1.58,31,17,29,2.58,111,41,96,9.25
Kovačič,SLO,LIBERO,33,186cm,61.25,0.0,0.0,0.0,0.17,37.04,42.1,5,1,66,0.36,66,17,145,4.71,0,1,0,0.0,0,0,0,0.0,83,56,51,5.93,0,0,0,0.0
Kozamernik,SLO,MIDDLE BLOCKER,29,204cm,60.5,21.01,64.46,7.86,0.06,7.43,8.55,2,1,14,0.13,11,0,9,0.73,8,18,177,0.53,34,48,60,2.27,29,14,41,1.93,61,12,39,4.07
Kozub,POL,SETTER,27,188cm,1.68,0.0,0.0,0.0,2.04,0.0,0.0,12,0,24,1.5,0,0,0,0.0,0,0,1,0.0,0,0,0,0.0,1,3,2,0.12,0,0,0,0.0
Krage,GER,MIDDLE BLOCKER,28,203cm,24.92,12.06,25.35,3.36,0.0,0.0,0.0,0,0,5,0.0,0,0,0,0.0,2,2,46,0.25,8,13,3,1.0,2,3,2,0.25,20,4,12,2.5
Krick,GER,MIDDLE BLOCKER,26,210cm,41.98,70.56,15.82,2.57,0.0,0.0,0.0,0,0,0,0.0,0,0,3,0.0,1,1,36,0.25,4,15,20,1.0,1,5,2,0.25,28,1,7,7.0
Kržič,SLO,MIDDLE BLOCKER,22,202cm,3.69,2.92,3.08,0.49,0.0,0.0,0.46,0,0,2,0.0,1,0,1,0.07,1,8,55,0.07,4,16,13,0.27,3,4,10,0.2,11,2,6,0.73
Kukartsev,ARG,OPPOSITE SPIKER,32,204cm,47.8,49.0,16.92,8.08,0.0,10.25,0.0,0,0,6,0.0,0,0,4,0.0,5,18,69,0.42,10,16,19,0.83,25,16,14,2.08,114,30,94,9.5
Kulpinac,SRB,OPPOSITE SPIKER,18,200cm,0.08,0.0,0.0,0.0,0.21,0.37,0.0,1,0,0,0.14,0,0,1,0.0,0,1,0,0.0,0,1,2,0.0,1,0,1,0.14,0,0,2,0.0
Kunstmann,GER,MIDDLE BLOCKER,22,201cm,4.6,4.18,2.98,1.46,0.0,2.98,0.0,0,0,0,0.0,0,0,1,0.0,1,6,24,0.12,2,4,8,0.25,5,2,2,0.62,12,6,11,1.5
L. Bergmann,BRA,OUTSIDE HITTER,21,204cm,32.58,28.58,9.24,5.79,0.02,15.45,18.74,1,0,29,0.07,48,16,189,3.2,6,28,132,0.4,9,31,24,0.6,44,24,34,2.93,107,41,109,7.13
Larry,JPN,MIDDLE BLOCKER,25,195cm,16.53,13.72,13.12,0.51,0.0,9.83,0.0,0,1,6,0.0,0,0,10,0.0,1,5,67,0.08,9,29,17,0.75,17,3,7,1.42,31,7,15,2.58
Laurenzano,ITA,LIBERO,22,176cm,32.49,0.0,0.0,0.0,0.03,34.14,7.86,1,0,29,0.12,13,4,59,1.62,0,0,0,0.0,0,0,0,0.0,31,19,7,3.88,0,0,0,0.0
Lavia,ITA,OUTSIDE HITTER,25,200cm,35.49,21.36,15.56,8.04,0.02,19.85,23.73,1,0,30,0.09,36,11,97,3.27,5,11,79,0.45,9,21,18,0.82,32,14,16,2.91,68,27,86,6.18
Le Goff,FRA,MIDDLE BLOCKER,33,206cm,24.49,17.26,21.0,2.24,0.0,11.39,0.0,0,0,1,0.0,0,0,0,0.0,1,3,30,0.2,5,12,7,1.0,6,1,1,1.2,19,5,14,3.8
Leon,POL,OUTSIDE HITTER,32,201cm,48.7,52.11,13.69,79.58,0.07,16.31,0.0,1,0,9,0.14,13,13,69,1.86,12,27,48,1.71,5,10,8,0.71,16,7,6,2.29,70,28,47,10.0
Li T. Y.,CHN,LIBERO,23,183cm,7.1,0.0,0.0,0.0,0.02,5.85,3.32,1,0,17,0.08,10,4,37,0.77,0,0,0,0.0,0,0,0,0.0,19,16,6,1.46,0,0,0,0.0
Li Y.Z.,CHN,MIDDLE BLOCKER,27,198cm,59.65,14.25,65.95,16.08,0.0,1.4,0.19,0,0,13,0.0,1,0,8,0.08,9,17,98,0.69,29,39,40,2.23,6,0,10,0.46,41,10,29,3.15
Lima B.,ARG,OPPOSITE SPIKER,29,198cm,16.52,23.26,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,1,0.0,0,11,8,0.0,0,7,2,0.0,1,3,2,0.25,19,2,16,4.75
Lipke,NED,LIBERO,22,180cm,1.49,0.0,0.0,0.0,0.0,1.92,0.0,0,0,1,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2,1,1,0.5,0,0,0,0.0
Lopez,CUB,OUTSIDE HITTER,28,189cm,47.22,38.78,9.07,8.12,0.24,21.33,32.11,5,0,34,0.38,48,12,102,3.69,6,29,97,0.46,7,16,14,0.54,42,18,25,3.23,97,32,65,7.46
Loser Bruno,ARG,MIDDLE BLOCKER,27,198cm,80.28,35.29,84.68,5.07,0.0,7.9,0.0,0,0,9,0.0,1,1,4,0.08,5,34,150,0.42,34,54,59,2.83,23,13,23,1.92,74,10,49,6.17
Louati,FRA,OUTSIDE HITTER,33,198cm,43.83,26.97,2.07,26.88,0.04,6.17,40.9,1,0,15,0.11,39,7,82,4.33,8,22,59,0.89,2,15,6,0.22,16,13,10,1.78,52,19,37,5.78
Luburić,SRB,OPPOSITE SPIKER,31,202cm,49.2,52.63,7.14,21.94,0.02,12.18,0.0,1,0,24,0.08,0,2,1,0.0,10,36,91,0.83,6,12,27,0.5,28,15,19,2.33,136,59,114,11.33
Lucarelli,BRA,OUTSIDE HITTER,33,196cm,20.39,11.17,3.02,4.66,0.06,7.25,19.57,1,0,12,0.14,18,3,48,2.57,2,7,35,0.29,2,9,11,0.29,13,6,18,1.86,24,9,28,3.43
Luengas,ARG,OUTSIDE HITTER,29,197cm,10.34,8.68,3.24,10.48,0.04,6.66,2.35,1,0,7,0.08,8,3,44,0.67,4,10,23,0.33,3,7,7,0.25,15,7,7,1.25,27,11,18,2.25
Lui,CAN,LIBERO,25,177cm,2.44,0.0,0.0,0.0,0.03,0.0,3.15,1,0,12,0.08,5,0,8,0.42,0,0,0,0.0,0,0,0,0.0,15,24,3,1.25,0,0,0,0.0
M. Lagumdzija,TUR,OUTSIDE HITTER,24,207cm,17.27,18.82,9.55,5.57,0.09,15.6,0.0,2,0,13,0.17,10,10,88,0.83,4,14,66,0.33,7,22,12,0.58,26,10,10,2.17,60,28,52,5.0
Ma'a,USA,SETTER,28,192cm,47.66,2.36,8.7,8.02,48.59,9.95,0.0,165,1,306,20.62,0,0,1,0.0,4,14,77,0.5,5,10,31,0.62,23,17,29,2.88,7,2,8,0.88
Maase,GER,MIDDLE BLOCKER,27,208cm,44.83,53.7,28.85,0.0,0.06,8.84,0.0,1,0,6,0.12,3,3,16,0.38,0,13,97,0.0,11,28,29,1.38,14,7,9,1.75,60,7,28,7.5
Maciel,ARG,MIDDLE BLOCKER,23,205cm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
Magnin,FRA,MIDDLE BLOCKER,21,200cm,5.58,1.51,3.41,8.4,0.0,3.35,0.0,0,0,0,0.0,0,0,1,0.0,2,4,10,0.25,2,1,7,0.25,5,1,2,0.62,4,0,4,0.5
Maicon,BRA,OUTSIDE HITTER,21,215cm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0,1,0.0
Maique,BRA,LIBERO,28,187cm,95.08,0.0,0.0,0.0,0.09,65.09,57.82,4,0,90,0.27,88,17,189,5.87,0,0,0,0.0,0,0,0,0.0,119,60,70,7.93,0,0,0,0.0
Mandıracı,TUR,OUTSIDE HITTER,23,206cm,69.0,66.72,19.43,100.0,0.02,14.54,14.45,1,1,38,0.08,33,12,145,2.75,26,28,110,2.17,12,29,29,1.0,40,28,36,3.33,149,41,124,12.42
Marovt,SLO,OUTSIDE HITTER,20,192cm,0.98,0.7,0.0,1.22,0.04,0.55,0.44,1,1,4,0.07,4,3,33,0.29,1,6,12,0.07,0,4,2,0.0,3,0,4,0.21,12,11,17,0.86
Marshman,USA,MIDDLE BLOCKER,31,201cm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
Martinez Franchi,ARG,LIBERO,27,190cm,97.9,0.0,0.0,0.0,0.0,100.0,26.57,0,1,30,0.0,31,10,98,3.88,0,0,0,0.0,0,0,0,0.0,69,22,25,8.62,0,0,0,0.0
Martinez Gion,NED,OUTSIDE HITTER,35,197cm,10.04,5.65,6.22,0.0,0.12,0.0,9.67,1,0,1,0.12,12,2,36,1.5,0,3,19,0.0,3,7,3,0.38,7,7,4,0.88,16,8,16,2.0
Masso,CUB,OPPOSITE SPIKER,27,204cm,86.88,58.01,62.71,25.16,0.24,31.18,0.52,5,0,34,0.38,2,0,10,0.15,12,64,105,0.92,28,46,31,2.15,53,24,25,4.08,148,53,117,11.38
Matheus,BRA,MIDDLE BLOCKER,29,207cm,14.78,4.9,12.28,13.75,0.0,0.77,0.0,0,0,4,0.0,0,0,2,0.0,6,16,47,0.5,8,14,18,0.67,4,2,5,0.33,17,5,14,1.42
Matheus G.,BRA,SETTER,28,185cm,4.85,0.0,3.28,0.0,4.07,1.61,0.0,45,0,135,3.0,0,0,1,0.0,0,4,8,0.0,3,4,1,0.2,10,8,8,0.67,0,0,0,0.0
Matin,IRI,MIDDLE BLOCKER,24,201cm,4.16,9.96,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,2,0.0,0,6,9,0.0,0,14,11,0.0,2,0,0,0.4,9,3,3,1.8
Matić,TUR,MIDDLE BLOCKER,30,211cm,29.24,10.96,31.15,3.79,0.0,3.49,0.28,0,0,7,0.0,1,0,5,0.09,3,10,65,0.27,15,29,29,1.36,10,3,11,0.91,28,7,20,2.55
Mašulović N.,SRB,MIDDLE BLOCKER,29,205cm,40.5,22.84,40.74,0.0,0.52,3.78,0.0,6,1,13,0.5,1,1,10,0.08,0,12,78,0.0,20,33,44,1.67,12,4,14,1.0,47,8,24,3.92
Mašulović V.,SRB,OUTSIDE HITTER,22,198cm,46.01,41.68,13.65,4.52,0.0,11.29,31.56,0,0,19,0.0,45,20,152,5.0,3,24,70,0.33,7,22,15,0.78,23,18,12,2.56,79,29,64,8.78
McCarthy,CAN,MIDDLE BLOCKER,25,200cm,71.17,34.7,66.97,21.44,0.26,8.31,3.49,4,0,20,0.36,7,0,25,0.64,10,50,112,0.91,26,42,44,2.36,19,10,13,1.73,62,15,30,5.64
McHenry,USA,MIDDLE BLOCKER,24,200cm,43.69,18.5,45.3,4.42,0.0,9.95,0.0,0,1,7,0.0,0,1,3,0.0,3,7,61,0.3,17,21,29,1.7,19,7,15,1.9,34,1,22,3.4
Meier,GER,OUTSIDE HITTER,23,205cm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0,0,0.0
Meijs,NED,OPPOSITE SPIKER,23,202cm,12.48,11.59,3.5,8.93,0.05,0.0,0.0,1,0,4,0.08,0,0,0,0.0,4,19,30,0.33,3,5,6,0.25,8,9,6,0.67,39,18,32,3.25
Mergarejo,CUB,OUTSIDE HITTER,27,196cm,4.9,2.77,2.02,4.67,0.04,7.33,0.0,1,2,6,0.08,3,4,16,0.23,4,6,79,0.31,2,3,2,0.15,13,4,3,1.0,13,6,11,1.0
Miao R.T.,CHN,MIDDLE BLOCKER,30,205cm,5.02,2.84,4.16,2.84,0.0,0.0,0.0,0,0,2,0.0,0,0,1,0.0,1,0,15,0.17,2,9,4,0.33,0,0,2,0.0,6,2,6,1.0
Michieletto,ITA,OUTSIDE HITTER,23,211cm,83.0,63.01,37.48,96.93,0.37,19.79,31.28,6,0,44,0.55,46,6,161,4.18,25,35,121,2.27,15,15,16,1.36,42,30,26,3.82,127,29,106,11.55
Milanović,SRB,SETTER,20,194cm,0.14,0.0,0.0,0.0,0.17,0.0,0.0,1,0,5,0.25,0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
Miwa,JPN,MIDDLE BLOCKER,25,192cm,4.38,6.3,2.33,0.0,0.0,0.0,0.0,0,0,1,0.0,0,2,1,0.0,0,1,19,0.0,1,7,5,0.25,3,3,4,0.75,7,1,7,1.75
Miyaura,JPN,OPPOSITE SPIKER,26,190cm,80.41,84.71,4.2,55.41,0.03,18.17,0.0,1,2,14,0.08,0,1,7,0.0,19,43,104,1.46,5,24,29,0.38,40,19,28,3.08,177,51,112,13.62
Mohammad,IRI,MIDDLE BLOCKER,24,204cm,35.74,35.38,25.27,3.94,0.04,11.06,0.89,1,0,9,0.09,3,2,7,0.27,4,7,138,0.36,14,43,35,1.27,20,8,10,1.82,59,13,25,5.36
Mohwinkel,GER,LIBERO,22,196cm,32.45,18.03,4.55,2.12,0.11,15.45,25.94,3,0,40,0.25,39,4,112,3.25,2,18,49,0.17,4,9,11,0.33,31,15,18,2.58,54,22,44,4.5
Morteza,IRI,OUTSIDE HITTER,26,193cm,81.85,53.41,12.08,76.22,0.09,23.88,54.88,2,0,22,0.2,61,11,162,6.1,18,33,85,1.8,7,19,16,0.7,33,14,16,3.3,98,31,68,9.8
Možič,SLO,OUTSIDE HITTER,23,200cm,63.63,53.92,31.8,18.01,0.07,23.37,32.47,3,1,55,0.2,68,19,222,4.53,11,49,110,0.73,20,33,33,1.33,55,16,49,3.67,167,56,150,11.13
Muhammed K.,TUR,SETTER,30,201cm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
Mujanović,SLO,OPPOSITE SPIKER,20,206cm,36.64,36.1,7.75,17.42,0.0,12.54,0.0,0,0,11,0.0,0,1,5,0.0,8,25,47,0.53,8,23,28,0.53,27,10,10,1.8,110,35,83,7.33
Murayama,JPN,MIDDLE BLOCKER,27,192cm,14.76,7.3,12.14,9.35,0.0,2.98,0.0,0,0,1,0.0,0,0,4,0.0,3,5,27,0.38,5,10,5,0.62,4,1,1,0.5,12,2,6,1.5
Nachev,BUL,MIDDLE BLOCKER,21,206cm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
Najdič,SLO,SETTER,19,193cm,17.71,0.14,0.95,1.54,19.53,4.54,0.0,152,2,335,10.13,0,0,1,0.0,2,19,51,0.13,2,11,16,0.13,18,8,20,1.2,1,0,1,0.07
Nalozhnyi,UKR,OUTSIDE HITTER,29,196cm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,1,4,0.0,0,2,14,0.0,0,0,0,0.0,0,2,1,0.0,0,0,0,0.0
Nasevich,POL,OPPOSITE SPIKER,22,200cm,13.97,6.51,2.26,22.29,0.0,12.41,2.14,0,0,2,0.0,1,0,1,0.25,2,8,7,0.5,1,4,9,0.25,6,3,1,1.5,9,4,10,2.25
Nedeljković,SRB,MIDDLE BLOCKER,27,205cm,85.15,43.67,87.36,1.46,0.1,6.72,4.25,2,0,11,0.17,6,0,8,0.5,2,17,91,0.17,35,66,54,2.92,18,7,17,1.5,67,11,22,5.58
Negic,SRB,LIBERO,25,180cm,4.71,0.0,0.0,0.0,0.0,5.55,0.54,0,0,9,0.0,1,0,1,0.08,0,0,0,0.0,0,0,0,0.0,13,6,6,1.08,0,0,0,0.0
Nikolić,SRB,OPPOSITE SPIKER,24,206cm,5.93,6.91,0.55,2.73,0.05,0.0,0.0,1,0,3,0.08,0,0,0,0.0,2,16,32,0.17,1,4,7,0.08,4,11,12,0.33,25,8,25,2.08
Nishimoto,JPN,MIDDLE BLOCKER,26,188cm,11.04,14.52,6.04,0.94,0.0,1.62,0.8,0,0,3,0.0,1,0,1,0.11,1,3,43,0.11,4,17,9,0.44,4,1,3,0.44,20,2,7,2.22
Nishiyama,JPN,OPPOSITE SPIKER,22,193cm,8.97,9.53,0.97,6.23,0.22,0.0,0.0,2,0,3,0.22,1,0,0,0.11,2,7,13,0.22,1,7,0,0.11,2,3,5,0.22,22,7,17,2.44
Nowak J.,POL,MIDDLE BLOCKER,20,205cm,47.05,26.31,47.59,1.06,0.08,0.0,0.53,2,0,10,0.14,2,1,4,0.14,2,23,109,0.14,25,33,45,1.79,12,12,6,0.86,55,10,21,3.93
Ogawa,JPN,LIBERO,29,176cm,75.79,0.0,0.0,0.0,0.03,47.94,50.04,2,1,80,0.15,60,8,104,4.62,0,0,0,0.0,0,0,0,0.0,84,29,72,6.46,0,0,0,0.0
Okroglič,SLO,LIBERO,21,185cm,4.6,0.0,0.0,0.0,0.08,5.93,0.0,2,1,8,0.13,12,12,34,0.8,0,0,0,0.0,0,0,0,0.0,28,22,26,1.87,0,0,0,0.0
Onodera,JPN,MIDDLE BLOCKER,29,200cm,26.1,30.77,17.34,0.0,0.0,2.71,0.0,0,1,2,0.0,0,0,2,0.0,0,6,32,0.0,4,14,13,1.0,4,2,8,1.0,17,0,7,4.25
Otsuka,JPN,OUTSIDE HITTER,24,195cm,41.54,50.9,2.69,2.89,0.0,6.91,24.28,0,1,21,0.0,26,3,84,3.25,2,9,59,0.25,2,6,10,0.25,15,11,12,1.88,72,16,51,9.0
Oya,JPN,SETTER,30,178cm,30.85,0.25,0.0,0.46,36.04,5.42,0.0,203,5,334,15.62,0,0,1,0.0,1,7,79,0.08,0,7,19,0.0,27,24,23,2.08,2,0,4,0.15
Pace,ITA,LIBERO,25,180cm,16.92,0.0,0.0,0.0,0.0,11.86,10.02,0,1,11,0.0,14,2,27,1.27,0,0,0,0.0,0,0,0,0.0,11,1,1,1.0,0,0,0,0.0
Pajenk,SLO,MIDDLE BLOCKER,39,203cm,10.35,22.48,0.0,0.0,0.0,11.63,0.0,0,0,2,0.0,0,0,0,0.0,0,3,7,0.0,0,5,7,0.0,2,0,2,2.0,4,1,2,4.0
Palev,BUL,SETTER,22,188cm,16.13,0.17,1.45,0.51,18.02,3.21,0.0,106,1,181,8.83,0,0,3,0.0,1,8,66,0.08,2,6,16,0.17,11,8,6,0.92,1,0,1,0.08
